Location,CowTagID,Date,Taxa,SpeciesCounts,PhotoNum,Notes
Cabral,C7,6/15/22,Lobophora variegata,20,,
Cabral,C7,6/15/22,Lithophyllum kotschyanum,3,,
Cabral,C7,6/15/22,Amansia rhodantha,7,,
Cabral,C20,6/15/22,Sand,136,,
Cabral,C9,6/15/22,Porites irregularis,3,6128-6133,previously 'coral13'
Cabral,C20,6/15/22,Halimeda macroloba,11,,
Cabral,C20,6/15/22,Lobophora variegata,7,,
Cabral,C20,6/15/22,Caulerpa racemosa,2,,
Cabral,C20,6/15/22,Halimeda opuntia,5,,
Cabral,C20,6/15/22,Dictyosphaeria sp.,6,,previously Dictyosphaeria cavernosa
Cabral,C20,6/15/22,Porites rus,10,,
Cabral,C20,6/15/22,Caulerpa serrulata,2,,
Cabral,C20,6/15/22,Pocillopora acuta,3,,
Cabral,C20,6/15/22,Turf,1,,
Cabral,C20,6/15/22,Amphiroa fragilissima,2,,
Cabral,C20,6/15/22,Crustose Corallines,1,,
Cabral,C20,6/15/22,Dictyota bartayresiana,1,,
Varari_Maya,Reef_Ambient_2,6/14/22,Rubble,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Dictyota bartayresiana,5,,
Varari_Maya,Reef_Ambient_2,6/14/22,Halimeda opuntia,7,,
Varari_Maya,Reef_Ambient_2,6/14/22,Pavona cactus,24,,
Varari_Maya,Reef_Ambient_2,6/14/22,Turf,65,,
Varari_Maya,Reef_Ambient_2,6/14/22,Porites lobata,28,,
Varari_Maya,Reef_Ambient_2,6/14/22,Galaxaura divaricata,4,,
Varari_Maya,Reef_Ambient_2,6/14/22,Padina boryana,1,,
Varari_Maya,Reef_Ambient_2,6/14/22,Montipora setosa,23,,
Varari_Maya,Reef_Ambient_2,6/14/22,Verongida sp.,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Sand,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Discosoma nummiforme ,4,,
Varari_Maya,Reef_Ambient_2,6/14/22,Leptastrea transversa,1,,
Varari_Maya,Reef_Ambient_2,6/14/22,Crustose Corallines,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Hypnea pannosa,1,,
Varari_Maya,Reef_Ambient_2,6/14/22,Lobophora variegata,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Turbinaria ornata,24,,
Cabral,C9,6/15/22,Psammocora stellata,3,6134-6137,
Varari_Maya,Reef_Ambient_2,6/14/22,Pocillopora acuta,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Cladophoropsis membranacea,1,,
Varari_Maya,Reef_Ambient_2,6/14/22,Lithophyllum kotschyanum,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Bare Rock,5,,
Varari_Maya,Reef_Ambient_2,6/14/22,Amansia rhodantha,3,,
Varari_Maya,Reef_Ambient_2,6/14/22,Galaxaura rugosa,2,,
Varari_Maya,Reef_Ambient_2,6/14/22,Valonia ventricosa,1,,
Cabral,C8,6/15/22,Acropora,1,6142-6150,previously 'Montipora'
Varari_Maya,Reef_Ambient_1,6/14/22,Dictyota bartayresiana,24,,
Varari_Maya,Reef_Ambient_1,6/14/22,Turbinaria ornata,13,,
Varari_Maya,Reef_Ambient_1,6/14/22,Montipora grisea,15,,previously labeled M. efflorescens
Varari_Maya,Reef_Ambient_1,6/14/22,Pavona cactus,6,,
Varari_Maya,Reef_Ambient_1,6/14/22,Sand,24,,
Varari_Maya,Reef_Ambient_1,6/14/22,Lobophora variegata,6,,
Varari_Maya,Reef_Ambient_1,6/14/22,Bare Rock,8,,
Varari_Maya,Reef_Ambient_1,6/14/22,Halimeda incrassata,1,,
Varari_Maya,Reef_Ambient_1,6/14/22,Halimeda opuntia,17,,
Varari_Maya,Reef_Ambient_1,6/14/22,Valonia fastigiata,2,,
Varari_Maya,Reef_Ambient_1,6/14/22,Rubble,4,,
Varari_Maya,Reef_Ambient_1,6/14/22,Valonia ventricosa,2,,
Varari_Maya,Reef_Ambient_1,6/14/22,Amansia rhodantha,2,,
Varari_Maya,Reef_Ambient_1,6/14/22,Crustose Corallines,6,,
Varari_Maya,Reef_Ambient_1,6/14/22,Turf,44,,
Varari_Maya,Reef_Ambient_1,6/14/22,Padina boryana,1,,
Varari_Maya,Reef_Ambient_1,6/14/22,Porites lobata,7,,
Cabral,C20,6/15/22,Fuzz,30,6165-6171,need to identify
Varari_Maya,Reef_Ambient_1,6/14/22,Verongida sp.,1,,
Varari_Maya,Reef_Ambient_1,6/14/22,Cladophoropsis membranacea,1,,
Varari_Maya,Reef_Ambient_1,6/14/22,Galaxaura divaricata,8,,
Varari_Maya,Reef_Ambient_1,6/14/22,Lithophyllum kotschyanum,2,,
Varari_Maya,Reef_Ambient_1,6/14/22,Pocillopora acuta,11,,
Varari_Maya,Reef_Ambient_1,6/14/22,Dictyosphaeria sp.,1,,previously Dictyosphaeria cavernosa
Varari_Maya,Reef_Ambient_1,6/14/22,Halimeda macroloba,1,,
Varari_Maya,Reef_Ambient_1,6/14/22,Porites rus,6,,
Varari_Maya,RockWall_SGD_2,6/21/22,Sand,15,,
Varari_Maya,RockWall_SGD_2,6/21/22,Halimeda opuntia,3,,
Varari_Maya,RockWall_SGD_2,6/21/22,Padina boryana,56,,
Varari_Maya,RockWall_SGD_2,6/21/22,Lobophora variegata,9,,
Varari_Maya,RockWall_SGD_2,6/21/22,Turf,57,,
Varari_Maya,RockWall_SGD_2,6/21/22,Sargassum pacificum,20,,
Varari_Maya,RockWall_SGD_2,6/21/22,Dictyota bartayresiana,35,,
Varari_Maya,RockWall_SGD_2,6/21/22,Crustose Corallines,1,,
Varari_Maya,RockWall_SGD_2,6/21/22,Halimeda macroloba,12,,
Varari_Maya,RockWall_SGD_2,6/21/22,Turbinaria ornata,2,,
Varari_Maya,RockWall_SGD_2,6/21/22,Heteractis magnifica,4,,
Varari_Maya,RockWall_SGD_2,6/21/22,Hypnea pannosa,2,,
Varari_Maya,RockWall_SGD_2,6/21/22,Pocillopora acuta,1,,
Varari_Maya,RockWall_SGD_2,6/21/22,Caulerpa serrulata,1,,
Varari_Maya,RockWall_SGD_3,6/21/22,Padina boryana,44,,
Varari_Maya,RockWall_SGD_3,6/21/22,Sand,50,,
Varari_Maya,RockWall_SGD_3,6/21/22,Bare Rock,11,,
Varari_Maya,RockWall_SGD_3,6/21/22,Dictyota bartayresiana,16,,
Varari_Maya,RockWall_SGD_3,6/21/22,Crustose Corallines,1,,
Varari_Maya,RockWall_SGD_3,6/21/22,Sargassum pacificum,6,,
Varari_Maya,RockWall_SGD_3,6/21/22,Turf,50,,
Varari_Maya,RockWall_SGD_3,6/21/22,Pocillopora acuta,1,,
Varari_Maya,RockWall_SGD_3,6/21/22,Turbinaria ornata,4,,
Varari_Maya,RockWall_SGD_3,6/21/22,Bare Rock - exposed,18,,exposed at tidal level during survey
Varari_Maya,RockWall_SGD_3,6/21/22,Lobophora variegata,11,,
Varari_Maya,RockWall_SGD_3,6/21/22,Montipora grisea,2,,previously labeled M. efflorescens
Varari_Maya,RockWall_SGD_3,6/21/22,Caulerpa serrulata,1,,
Varari_Maya,RockWall_SGD_3,6/21/22,Porites rus,1,,
Varari_Maya,RockWall_SGD_3,6/21/22,Rubble,2,,
Varari_Maya,Sand_SGD_2,6/21/22,Sand,175,,
Varari_Maya,Sand_SGD_2,6/21/22,Rubble,15,,
Varari_Maya,Sand_SGD_2,6/21/22,Padina boryana,16,,
Varari_Maya,Sand_SGD_2,6/21/22,Dictyota bartayresiana,3,,
Varari_Maya,Sand_SGD_2,6/21/22,Bare Rock,2,,
Varari_Maya,Sand_SGD_2,6/21/22,Halimeda macroloba,4,,
Varari_Maya,Sand_SGD_2,6/21/22,Lobophora variegata,1,,
Varari_Maya,Sand_SGD_2,6/21/22,Halimeda incrassata,1,,
Varari_Maya,Sand_SGD_1,6/21/22,Sand,154,,
Varari_Maya,Sand_SGD_1,6/21/22,Halimeda macroloba,32,,
Varari_Maya,Sand_SGD_1,6/21/22,Padina boryana,14,,
Varari_Maya,Sand_SGD_1,6/21/22,Rubble,2,,
Varari_Maya,Sand_SGD_1,6/21/22,Lobophora variegata,5,,
Varari_Maya,Sand_SGD_1,6/21/22,Dictyota bartayresiana,11,,
Varari_Maya,RockWall_SGD_1,6/21/22,Sand,22,,
Varari_Maya,RockWall_SGD_1,6/21/22,Turf,105,,
Varari_Maya,RockWall_SGD_1,6/21/22,Pocillopora acuta,2,,
Varari_Maya,RockWall_SGD_1,6/21/22,Hypnea pannosa,1,,
Varari_Maya,RockWall_SGD_1,6/21/22,Dictyota bartayresiana,2,,
Varari_Maya,RockWall_SGD_1,6/21/22,Bare Rock,76,,
Varari_Maya,RockWall_SGD_1,6/21/22,Lithophyllum kotschyanum,3,,
Varari_Maya,RockWall_SGD_1,6/21/22,Heteractis magnifica,5,,
Varari_Maya,RockWall_SGD_1,6/21/22,Leptastrea transversa,1,,
Varari_Maya,RockWall_SGD_1,6/21/22,Crustose Corallines,1,,
Varari_Maya,RockWall_SGD_1,6/21/22,Halimeda opuntia,1,,
Varari_Maya,RockWall_SGD_1,6/21/22,Padina boryana,1,,
Varari_Maya,RockWall_SGD_1,6/21/22,Turbinaria ornata,1,,
Cabral,C17,6/23/22,Acropora pulchra,1,6246-6250,
Cabral,C17,6/23/22,Porites rus,46,,
Cabral,C17,6/23/22,Pocillopora acuta,12,,
Cabral,C17,6/23/22,Leptastrea transversa,1,,
Cabral,C17,6/23/22,Bare Rock,5,,
Cabral,C17,6/23/22,Sand,92,,
Cabral,C17,6/23/22,Rubble,4,,
Cabral,C17,6/23/22,Turf,37,,
Cabral,C17,6/23/22,Galaxaura rugosa,1,,
Cabral,C17,6/23/22,Grey Sponge,3,,
Cabral,C17,6/23/22,Dictyosphaeria sp.,3,,previously Dictyosphaeria cavernosa
Cabral,C17,6/23/22,Halimeda macroloba,1,,
Cabral,C17,6/23/22,Dictyota bartayresiana,2,,
Cabral,C17,6/23/22,Lobophora variegata,2,,
Cabral,C17,6/23/22,Padina boryana,4,,
Cabral,C17,6/23/22,Rosenvingea intricata,1,,
Cabral,C17,6/23/22,Amansia rhodantha,4,,
Cabral,C15,6/23/22,Montipora capitata,1,6260-6263,check
Cabral,C15,6/23/22,Montipora grisea,5,,previously labeled M. efflorescens
Cabral,C15,6/23/22,Montipora setosa,18,,
Cabral,C15,6/23/22,Pavona cactus,72,,
Cabral,C15,6/23/22,Pocillopora acuta,6,,
Cabral,C15,6/23/22,Discosoma nummiforme ,3,,
Cabral,C15,6/23/22,Bare Rock,5,,
Cabral,C15,6/23/22,Sand,1,,
Cabral,C15,6/23/22,Rubble,7,,
Cabral,C15,6/23/22,Turf,19,,
Cabral,C15,6/23/22,Turbinaria ornata,24,,
Cabral,C15,6/23/22,Dictyosphaeria sp.,12,,previously Dictyosphaeria cavernosa
Cabral,C15,6/23/22,Valonia ventricosa,2,,
Cabral,C15,6/23/22,Halimeda opuntia,19,,
Cabral,C15,6/23/22,Halimeda macroloba,3,,
Cabral,C15,6/23/22,Halimeda minima,1,,
Cabral,C15,6/23/22,Lobophora variegata,9,,
Cabral,C15,6/23/22,Amansia rhodantha,7,,
Cabral,C15,6/23/22,Verongida sp.,2,,
Cabral,C2,6/27/22,Acropora pulchra,2,,
Cabral,C2,6/27/22,Montipora grisea,8,,previously labeled M. efflorescens
Cabral,C2,6/27/22,Montipora setosa,1,,
Cabral,C2,6/27/22,Porites rus,3,,
Cabral,C2,6/27/22,Pocillopora acuta,3,,
Cabral,C2,6/27/22,Bare Rock,2,,
Cabral,C2,6/27/22,Sand,23,,
Cabral,C2,6/27/22,Rubble,6,,
Cabral,C2,6/27/22,Turf,79,,
Cabral,C2,6/27/22,Dictyosphaeria sp.,24,,previously Dictyosphaeria cavernosa
Cabral,C2,6/27/22,Valonia fastigiata,2,,
Cabral,C2,6/27/22,Caulerpa chemnitzia,1,,
Cabral,C2,6/27/22,Caulerpa racemosa,1,,
Cabral,C2,6/27/22,Halimeda opuntia,20,,
Cabral,C2,6/27/22,Halimeda incrassata,1,,
Cabral,C2,6/27/22,Halimeda macroloba,1,,
Cabral,C2,6/27/22,Dictyota bartayresiana,11,,
Cabral,C2,6/27/22,Lobophora variegata,3,,
Cabral,C2,6/27/22,Turbinaria ornata,3,,
Cabral,C2,6/27/22,Galaxaura divaricata,1,,
Cabral,C2,6/27/22,Amansia rhodantha,18,,
Cabral,C2,6/27/22,Galaxaura rugosa,7,,
Cabral,C2,6/27/22,Hypnea pannosa,1,,
Cabral,C2,6/27/22,Purple Sponge,1,,
Cabral,C1,6/27/22,Montipora grisea,1,,previously labeled M. efflorescens
Cabral,C1,6/27/22,Porites rus,36,,
Cabral,C1,6/27/22,Pocillopora acuta,19,,
Cabral,C1,6/27/22,Leptastrea transversa,1,,
Cabral,C1,6/27/22,Bare Rock,1,,
Cabral,C1,6/27/22,Sand,4,,
Cabral,C1,6/27/22,Rubble,1,,
Cabral,C1,6/27/22,Turf,47,,
Cabral,C1,6/27/22,Crustose Corallines,4,,
Cabral,C1,6/27/22,Dictyosphaeria sp.,19,,previously Dictyosphaeria cavernosa
Cabral,C1,6/27/22,Valonia fastigiata,1,,
Cabral,C1,6/27/22,Valonia ventricosa,2,,
Cabral,C1,6/27/22,Caulerpa serrulata,1,,
Cabral,C1,6/27/22,Halimeda opuntia,16,,
Cabral,C1,6/27/22,Halimeda incrassata,1,,
Cabral,C1,6/27/22,Halimeda macroloba,4,,
Cabral,C1,6/27/22,Halimeda minima,1,,
Cabral,C1,6/27/22,Dictyota bartayresiana,5,,
Cabral,C1,6/27/22,Lobophora variegata,23,,
Cabral,C1,6/27/22,Turbinaria ornata,5,,
Cabral,C1,6/27/22,Lithophyllum kotschyanum,1,,
Cabral,C1,6/27/22,Amansia rhodantha,16,,
Cabral,C1,6/27/22,Galaxaura rugosa,7,,
Cabral,C19,6/27/22,Montipora grisea,19,,previously labeled M. efflorescens
Cabral,C19,6/27/22,Montipora setosa,5,,
Cabral,C19,6/27/22,Porites rus,28,,
Cabral,C19,6/27/22,Pocillopora acuta,11,,
Cabral,C19,6/27/22,Discosoma nummiforme ,1,,
Cabral,C19,6/27/22,Bare Rock,4,,
Cabral,C19,6/27/22,Sand,1,,
Cabral,C19,6/27/22,Rubble ,13,,
Cabral,C19,6/27/22,Turf,13,,
Cabral,C19,6/27/22,Crustose Corallines,2,,
Cabral,C19,6/27/22,Dictyosphaeria sp.,2,,previously Dictyosphaeria versluysii
Cabral,C19,6/27/22,Valonia ventricosa,1,,
Cabral,C19,6/27/22,Halimeda opuntia,22,,
Cabral,C19,6/27/22,Halimeda incrassata,15,,
Cabral,C19,6/27/22,Halimeda macroloba,25,,
Cabral,C19,6/27/22,Dictyota bartayresiana,22,,
Cabral,C19,6/27/22,Lobophora variegata,8,,
Cabral,C19,6/27/22,Turbinaria ornata,16,,
Cabral,C19,6/27/22,Galaxaura divaricata,1,,
Cabral,C19,6/27/22,Amansia rhodantha,9,,
Cabral,C19,6/27/22,Verongida sp.,1,,
Cabral,C19,6/27/22,Galaxaura rugosa,1,,
Cabral,C18,6/27/22,Montipora grisea,8,,previously labeled M. efflorescens
Cabral,C18,6/27/22,Pavona cactus,79,,
Cabral,C18,6/27/22,Pocillopora acuta,7,,
Cabral,C18,6/27/22,Discosoma nummiforme ,8,,
Cabral,C18,6/27/22,Rubble,3,,
Cabral,C18,6/27/22,Turf,25,,
Cabral,C18,6/27/22,Crustose Corallines,1,,
Cabral,C18,6/27/22,Dictyosphaeria sp.,13,,previously Dictyosphaeria cavernosa
Cabral,C18,6/27/22,Valonia fastigiata,1,,
Cabral,C18,6/27/22,Caulerpa serrulata,2,,
Cabral,C18,6/27/22,Caulerpa chemnitzia,2,,
Cabral,C18,6/27/22,Caulerpa racemosa,1,,
Cabral,C18,6/27/22,Halimeda opuntia,2,,
Cabral,C18,6/27/22,Lobophora variegata,29,,
Cabral,C18,6/27/22,Turbinaria ornata,32,,
Cabral,C18,6/27/22,Amansia rhodantha,9,,
Cabral,CSEEP,6/27/22,Sand,200,,
Cabral,C13,7/19/22,Grey Sponge,59,,
Cabral,C13,7/19/22,Lobophora variegata,17,,
Cabral,C13,7/19/22,Galaxaura rugosa,2,,
Cabral,C13,7/19/22,Porites rus,9,,
Cabral,C13,7/19/22,Sand,4,,
Cabral,C13,7/19/22,Turbinaria ornata,8,,
Cabral,C13,7/19/22,Caulerpa serrulata,4,,
Cabral,C13,7/19/22,Pavona cactus,16,,
Cabral,C13,7/19/22,Turf,29,,
Cabral,C13,7/19/22,Lithophyllum kotschyanum,2,,
Cabral,C13,7/19/22,Crustose Corallines,7,,
Cabral,C13,7/19/22,Halimeda opuntia,2,,
Cabral,C13,7/19/22,Dictyota bartayresiana,2,,
Cabral,C13,7/19/22,Rubble,14,,
Cabral,C13,7/19/22,Valonia fastigiata,3,,"Relabeled from Caulerpa fastigiata, which I believe was an in-field mistake"
Cabral,C13,7/19/22,Pocillopora acuta,13,,
Cabral,C13,7/19/22,Dictyosphaeria sp.,12,,previously Dictyosphaeria cavernosa
Cabral,C13,7/19/22,Valonia ventricosa,2,,
Cabral,C13,7/19/22,Halimeda macroloba,9,,
Cabral,C13,7/19/22,Bare Rock,2,,
Cabral,C13,7/19/22,Halimeda incrassata,2,,
Cabral,C13,7/19/22,Amansia rhodantha,1,,
Cabral,C6,7/19/22,Sand,26,,
Cabral,C6,7/19/22,Bare Rock,12,,
Cabral,C6,7/19/22,Lobophora variegata,5,,
Cabral,C6,7/19/22,Turf,92,,
Cabral,C6,7/19/22,Amansia rhodantha,1,,
Cabral,C6,7/19/22,Halimeda opuntia,3,,
Cabral,C6,7/19/22,Montipora grisea,55,,previously labeled M. efflorescens
Cabral,C6,7/19/22,Leptastrea transversa,2,,
Cabral,C6,7/19/22,Discosoma nummiforme ,4,,
Cabral,C6,7/19/22,Pocillopora acuta,6,,
Cabral,C6,7/19/22,Dictyosphaeria sp.,1,,previously Dictyosphaeria cavernosa
Cabral,C6,7/19/22,Turbinaria ornata,2,,
Cabral,C6,7/19/22,Halimeda macroloba,13,,
Cabral,C6,7/19/22,Fungiidae sp.,1,,
Cabral,C6,7/19/22,Dictyota bartayresiana,2,,
Cabral,C8,7/19/22,Sand,200,,
Cabral,C3,6/28/22,Turf,39,,
Cabral,C3,6/28/22,Lobophora variegata,24,,
Cabral,C3,6/28/22,Pocillopora acuta,13,,
Cabral,C3,6/28/22,Dictyosphaeria sp.,8,,previously Dictyosphaeria cavernosa
Cabral,C3,6/28/22,Pavona cactus,17,,
Cabral,C3,6/28/22,Halimeda opuntia,16,,
Cabral,C3,6/28/22,Halimeda macroloba,11,,
Cabral,C3,6/28/22,Dictyota bartayresiana,8,,
Cabral,C3,6/28/22,Rubble,19,,
Cabral,C3,6/28/22,Bare Rock,8,,
Cabral,C3,6/28/22,Turbinaria ornata,11,,
Cabral,C3,6/28/22,Caulerpa serrulata,1,,
Cabral,C3,6/28/22,Montipora grisea,7,,previously labeled M. efflorescens
Cabral,C3,6/28/22,Crustose Corallines,18,,
Cabral,C3,6/28/22,Halimeda minima,1,,
Cabral,C3,6/28/22,Caulerpa racemosa,1,,
Cabral,C3,6/28/22,Discosoma nummiforme ,2,,
Cabral,C3,6/28/22,Amansia rhodantha,2,,
Cabral,C3,6/28/22,Sand,1,,
Cabral,C3,6/28/22,Leptastrea transversa,4,,
Cabral,C3,6/28/22,Codium geppiorum,1,6347-6353 unidentified,previously green algae 1
Cabral,C3,6/28/22,Cyphastrea microphthalma,1,6354-6358 unidentified,previously 'coral16'
Cabral,C3,6/28/22,Valonia fastigiata,2,,
Cabral,C3,6/28/22,Valonia ventricosa,4,,
Cabral,C16,6/28/22,Porites lobata,29,,
Cabral,C16,6/28/22,Halimeda incrassata,13,,
Cabral,C16,6/28/22,Sand,62,,
Cabral,C16,6/28/22,Rubble,75,,
Cabral,C16,6/28/22,Padina boryana,12,,
Cabral,C16,6/28/22,Halimeda opuntia,29,,
Cabral,C16,6/28/22,Dictyota bartayresiana,20,,
Cabral,C16,6/28/22,Bare Rock,5,,
Cabral,C16,6/28/22,Caulerpa serrulata,1,,
Cabral,C16,6/28/22,Turf,15,,
Cabral,C16,6/28/22,Halimeda macroloba,56,,
Cabral,C16,6/28/22,Turbinaria ornata,13,,
Cabral,C16,6/28/22,Dictyota friabilis,1,,
Cabral,C16,6/28/22,Lobophora variegata,11,,
Cabral,C16,6/28/22,Crustose Corallines,1,,
Cabral,C16,6/28/22,Stylocoeniella armata,1,6359-6361,previously 'coral17'
Cabral,C16,6/28/22,Montipora setosa,1,,
Cabral,C16,6/28/22,Hydroclathrus clathratus,1,,
Cabral,C16,6/28/22,Galaxaura rugosa,2,,
Cabral,C16,6/28/22,Acropora pulchra,3,,
Cabral,C12,6/28/22,Stylocoeniella armata,1,6390-6400 unidentified,looks like 'coral4'; previously 'coral18'; previously 'Montipora verrucosa'
Cabral,C12,6/28/22,Turf,95,,
Cabral,C12,6/28/22,Discosoma nummiforme ,8,,
Cabral,C12,6/28/22,Pocillopora acuta,8,,
Cabral,C12,6/28/22,Leptastrea transversa,4,,
Cabral,C12,6/28/22,Galaxaura rugosa,1,,
Cabral,C12,6/28/22,Lobophora variegata,22,,
Cabral,C12,6/28/22,Halimeda opuntia,7,,
Cabral,C12,6/28/22,Bare Rock,7,,
Cabral,C12,6/28/22,Crustose Corallines,10,,
Cabral,C12,6/28/22,Valonia ventricosa,2,,
Cabral,C12,6/28/22,Turbinaria ornata,9,,
Cabral,C12,6/28/22,Pavona cactus,3,,
Cabral,C12,6/28/22,Montipora setosa,1,,
Cabral,C12,6/28/22,Caulerpa racemosa,1,,
Cabral,C12,6/28/22,Montipora grisea,1,,previously labeled M. efflorescens
Cabral,C12,6/28/22,Montipora capitata,10,6401-6407 unidentified; white outline,previously 'coral19'
Cabral,C12,6/28/22,coral20,2,6408-6412 unidentified; small discosoma?,
Cabral,C12,6/28/22,Grey Sponge,1,,
Cabral,C12,6/28/22,Dictyosphaeria sp.,5,,previously Dictyosphaeria cavernosa
Cabral,C12,6/28/22,Rubble,17,,
Cabral,C12,6/28/22,Cyphastrea microphthalma,1,6413-6418 unidentified,previously 'coral21'
Cabral,C12,6/28/22,Amansia rhodantha,2,,
Cabral,C12,6/28/22,Dictyota bartayresiana,1,,
Cabral,C12,6/28/22,Halimeda minima,1,,
Cabral,C12,6/28/22,Sand,1,,
Cabral,C4,6/28/22,Sand,73,,
Cabral,C4,6/28/22,Porites lobata,6,,
Cabral,C4,6/28/22,Pocillopora acuta,1,,
Cabral,C4,6/28/22,Valonia ventricosa,1,,
Cabral,C4,6/28/22,Halimeda macroloba,7,,
Cabral,C4,6/28/22,Fuzz,39,,
Cabral,C4,6/28/22,Turf,22,,
Cabral,C4,6/28/22,Bare Rock,1,,
Cabral,C4,6/28/22,Halimeda opuntia,12,,
Cabral,C4,6/28/22,Amansia rhodantha,7,,
Cabral,C4,6/28/22,Hydroclathrus clathratus,2,,
Cabral,C4,6/28/22,Dictyosphaeria sp.,6,,previously Dictyosphaeria cavernosa
Cabral,C4,6/28/22,Padina boryana,9,,
Cabral,C4,6/28/22,Halimeda distorta,1,,
Cabral,C4,6/28/22,Lendenfeldia chondrodes,2,,
Cabral,C4,6/28/22,Dictyota bartayresiana,2,,
Cabral,C4,6/28/22,Crustose Corallines,2,,
Cabral,C4,6/28/22,Lithophyllum kotschyanum,2,,
Cabral,C4,6/28/22,Acropora pulchra,24,,
Cabral,C4,6/28/22,Lobophora variegata,1,,
Cabral,C4,6/28/22,Pocillopora acuta,1,,
